GIORNO,Ora solare,VV (m/s),VVmax (m/s),DV (GN),Taria (°C),Um (%),Rs (W/m2)
29/10/19,01:00:00 AM,1.1,1.7,324,15.9,90,0
29/10/19,02:00:00 AM,2.2,2.8,8,15.4,94,0
29/10/19,03:00:00 AM,4,4.8,13,14.8,91,0
29/10/19,04:00:00 AM,3.9,5.1,34,15.1,89,0
29/10/19,05:00:00 AM,4.1,4.9,24,15.3,87,0
29/10/19,06:00:00 AM,4.1,5.3,35,15.1,89,0
29/10/19,07:00:00 AM,2.9,3.8,20,14.9,92,6
29/10/19,08:00:00 AM,3.4,4.2,20,14.8,94,28
29/10/19,09:00:00 AM,2.6,3.2,39,14.9,95,82
29/10/19,10:00:00 AM,2.9,3.3,29,15,96,81
29/10/19,11:00:00 AM,3.1,3.8,14,15,97,95
29/10/19,12:00:00 PM,1.9,2.6,355,15.2,98,109
29/10/19,01:00:00 PM,3.5,4.2,20,15.3,98,74
29/10/19,02:00:00 PM,2,3,359,15.4,98,50
29/10/19,03:00:00 PM,2.8,3.5,17,15.1,97,39
29/10/19,04:00:00 PM,2.5,3.1,19,15.4,95,40
29/10/19,05:00:00 PM,3.5,4.4,18,15.2,96,3
29/10/19,06:00:00 PM,3.8,4.5,22,15.1,94,0
29/10/19,07:00:00 PM,4,4.7,29,14.7,94,0
29/10/19,08:00:00 PM,4.2,5.7,34,14.4,96,0
29/10/19,09:00:00 PM,5.1,6.5,43,14,92,0
29/10/19,10:00:00 PM,5.4,8,48,13.7,87,0
29/10/19,11:00:00 PM,6.4,8.2,51,13.4,84,0
30/10/19,12:00:00 AM,6.7,8.2,50,13.4,81,0
30/10/19,01:00:00 AM,6.1,8.7,38,13.1,75,0
30/10/19,02:00:00 AM,7.2,9.5,32,12.9,75,0
30/10/19,03:00:00 AM,7.9,10.1,24,12.7,72,0
30/10/19,04:00:00 AM,6.9,9,28,12.6,76,0
30/10/19,05:00:00 AM,6.8,9.3,41,12.6,70,0
30/10/19,06:00:00 AM,7.6,10.4,42,12.4,69,0
30/10/19,07:00:00 AM,6.2,8.1,41,12.3,69,3
30/10/19,08:00:00 AM,6.8,9.3,36,12.4,69,41
30/10/19,09:00:00 AM,6.5,8.6,33,12.1,70,41
30/10/19,10:00:00 AM,5.9,7.6,25,12.3,72,44
30/10/19,11:00:00 AM,6.2,8.8,38,12.7,72,68
30/10/19,12:00:00 PM,6.3,8,45,12.7,70,78
30/10/19,01:00:00 PM,6.1,7.9,41,13.3,67,89
30/10/19,02:00:00 PM,5.7,7.3,55,13.3,67,69
30/10/19,03:00:00 PM,5.4,7.1,44,13.4,67,44
30/10/19,04:00:00 PM,5.5,7.2,42,13.4,70,28
30/10/19,05:00:00 PM,6.4,8.9,44,13.3,67,4
30/10/19,06:00:00 PM,5.2,7.1,36,13.3,68,0
30/10/19,07:00:00 PM,4.8,7.2,51,13,68,0
30/10/19,08:00:00 PM,6.4,8.9,39,12.6,69,0
30/10/19,09:00:00 PM,6.3,8,52,12.2,71,0
30/10/19,10:00:00 PM,7,10.3,49,12.1,71,0
30/10/19,11:00:00 PM,6.3,8.1,44,12,74,0
31/10/19,12:00:00 AM,7.2,9.3,44,11.9,72,0
31/10/19,01:00:00 AM,6.9,9.8,38,11.8,71,0
31/10/19,02:00:00 AM,5.7,7.6,38,11.4,73,0
31/10/19,03:00:00 AM,5.5,6.6,43,11.3,72,0
31/10/19,04:00:00 AM,6.1,7.7,45,11.2,71,0
31/10/19,05:00:00 AM,5.7,6.9,43,10.9,74,0
31/10/19,06:00:00 AM,5.8,7.3,43,10.9,73,0
31/10/19,07:00:00 AM,5.6,8.1,39,10.2,76,4
31/10/19,08:00:00 AM,5.6,7.4,37,10.6,75,22
31/10/19,09:00:00 AM,5.5,7.2,40,11,72,69
31/10/19,10:00:00 AM,5.7,7.6,33,11.1,73,70
31/10/19,11:00:00 AM,5.5,6.6,35,11.3,72,116
31/10/19,12:00:00 PM,5,6.3,34,11.5,73,122
31/10/19,01:00:00 PM,3.9,4.8,50,12,70,123
31/10/19,02:00:00 PM,4.2,5.7,42,12.3,70,81
31/10/19,03:00:00 PM,3.2,3.7,48,12.5,68,59
31/10/19,04:00:00 PM,2.4,3.1,62,12.8,69,35
31/10/19,05:00:00 PM,3.3,4.1,56,12.6,68,2
31/10/19,06:00:00 PM,4.8,6.4,51,12.1,69,0
31/10/19,07:00:00 PM,5.2,6.9,55,11.4,71,0
31/10/19,08:00:00 PM,5.2,6.1,50,10.9,71,0
31/10/19,09:00:00 PM,7,9,43,10.3,71,0
31/10/19,10:00:00 PM,5.7,6.9,27,9.6,76,0
31/10/19,11:00:00 PM,5.5,6.8,24,9.2,76,0
01/11/19,12:00:00 AM,5.7,6.6,23,9,77,0
01/11/19,01:00:00 AM,5.7,7.3,28,9.2,79,0
01/11/19,02:00:00 AM,6.6,9.4,35,9.1,81,0
01/11/19,03:00:00 AM,6.8,8.8,27,8.9,80,0
01/11/19,04:00:00 AM,4.5,6.5,17,8.4,80,
01/11/19,05:00:00 AM,4.1,5.2,4,8.1,78,0
01/11/19,06:00:00 AM,3.6,4.9,355,8,79,
01/11/19,07:00:00 AM,4,5.4,10,8,79,15
01/11/19,08:00:00 AM,4.9,6.1,19,8.9,74,167
01/11/19,09:00:00 AM,3.8,4.9,14,9.7,72,311
01/11/19,10:00:00 AM,4.5,5.5,21,10.5,67,439
01/11/19,11:00:00 AM,2.4,3.5,21,11.7,61,508
01/11/19,12:00:00 PM,2.8,3.6,26,12.4,59,528
01/11/19,01:00:00 PM,3.9,4.7,32,12.8,56,482
01/11/19,02:00:00 PM,4.5,5.6,39,12.7,57,202
01/11/19,03:00:00 PM,3,3.8,53,12.9,57,85
01/11/19,04:00:00 PM,2,2.4,51,12.9,56,25
01/11/19,05:00:00 PM,1.8,2.2,81,12.9,55,0
01/11/19,06:00:00 PM,1,1.5,39,12.9,55,0
01/11/19,07:00:00 PM,1.4,1.7,33,12.9,57,0
01/11/19,08:00:00 PM,1.9,2.3,15,12.9,59,0
01/11/19,09:00:00 PM,1.3,1.9,13,12.7,62,0
01/11/19,10:00:00 PM,1.7,2,8,12.7,60,0
01/11/19,11:00:00 PM,2.3,2.9,24,12.1,71,0
02/11/19,12:00:00 AM,3.4,4.3,37,11.6,75,0
02/11/19,01:00:00 AM,4.1,4.7,27,11,75,0
02/11/19,02:00:00 AM,4,4.8,24,10.6,77,0
02/11/19,03:00:00 AM,4,4.6,20,10.7,76,0
02/11/19,04:00:00 AM,4.1,4.8,24,10.8,78,0
02/11/19,05:00:00 AM,4.8,5.6,26,10.5,77,0
02/11/19,06:00:00 AM,4.3,5.2,22,10.8,73,0
02/11/19,07:00:00 AM,3.7,4.6,32,10.8,72,0
02/11/19,08:00:00 AM,4.1,5,24,11.1,69,19
02/11/19,09:00:00 AM,4.4,5.5,22,11.2,75,48
02/11/19,10:00:00 AM,3.8,6.1,9,10.8,78,98
02/11/19,11:00:00 AM,4.3,5.7,5,9.7,89,60
02/11/19,12:00:00 PM,3.4,4.6,19,10,94,75
02/11/19,01:00:00 PM,3.8,4.8,20,9.8,95,95
02/11/19,02:00:00 PM,2.9,3.8,10,10.1,95,65
02/11/19,03:00:00 PM,2.1,3.1,356,10.3,96,19
02/11/19,04:00:00 PM,2.4,3,25,10.4,98,12
02/11/19,05:00:00 PM,3,3.5,29,10.5,98,0
02/11/19,06:00:00 PM,3,3.8,7,10.4,100,0
02/11/19,07:00:00 PM,4.2,5.4,15,10.6,100,0
02/11/19,08:00:00 PM,4.5,5.7,12,10.6,100,0
02/11/19,09:00:00 PM,5.2,6.8,14,10.5,100,0
02/11/19,10:00:00 PM,4,5.1,16,10.7,100,0
02/11/19,11:00:00 PM,4.8,5.6,16,10.8,100,0
03/11/19,12:00:00 AM,5.2,6.5,26,11.1,100,0
03/11/19,01:00:00 AM,4.9,6,20,11.4,100,0
03/11/19,02:00:00 AM,4.5,5.4,40,11.6,100,0
03/11/19,03:00:00 AM,4.4,5.4,32,12,100,0
03/11/19,04:00:00 AM,4.5,5.7,13,11.9,100,1
03/11/19,05:00:00 AM,4.9,5.6,21,12,100,0
03/11/19,06:00:00 AM,5.4,6.8,31,12,100,0
03/11/19,07:00:00 AM,5.4,6.7,30,12.3,100,3
03/11/19,08:00:00 AM,5.7,6.7,33,12.6,100,57
03/11/19,09:00:00 AM,5,5.8,34,13,100,126
03/11/19,10:00:00 AM,3.7,4.1,49,13.8,100,82
03/11/19,11:00:00 AM,2.6,3.2,67,14.8,100,153
03/11/19,12:00:00 PM,1.3,2.1,39,15.6,100,152
03/11/19,01:00:00 PM,2.5,2.8,28,15.6,99,52
03/11/19,02:00:00 PM,2.9,3.9,182,17.1,98,14
03/11/19,03:00:00 PM,10.7,13,165,17.9,89,18
03/11/19,04:00:00 PM,9.9,13.5,199,17.1,90,2
03/11/19,05:00:00 PM,3.2,4.1,280,14.6,89,0
03/11/19,06:00:00 PM,0.5,1.1,155,14.6,92,0
03/11/19,07:00:00 PM,2.7,3.4,157,15.2,90,
03/11/19,08:00:00 PM,4.3,4.7,182,15.9,92,0
03/11/19,09:00:00 PM,1,1.5,86,15.9,93,0
03/11/19,10:00:00 PM,3.7,5.1,188,17,90,0
03/11/19,11:00:00 PM,2.1,3.9,240,16.1,90,1
04/11/19,12:00:00 AM,2,3,232,15.2,95,0
04/11/19,01:00:00 AM,2.2,3.8,223,13.4,98,0
04/11/19,02:00:00 AM,3.4,4.9,238,12.6,100,0
04/11/19,03:00:00 AM,3.3,6.7,233,12,100,0
04/11/19,04:00:00 AM,3.2,6.7,248,11.5,100,0
04/11/19,05:00:00 AM,4.3,7.4,241,10.8,100,0
04/11/19,06:00:00 AM,3.5,5.1,252,11.1,100,0
04/11/19,07:00:00 AM,4.4,6.4,254,10.8,100,4
04/11/19,08:00:00 AM,2.6,4.4,253,11.2,100,32
04/11/19,09:00:00 AM,2.6,4.2,271,11.8,99,109
04/11/19,10:00:00 AM,1.4,2,276,12.6,92,173
04/11/19,11:00:00 AM,1.5,2.6,230,13.3,93,274
04/11/19,12:00:00 PM,0.8,1.2,32,14.2,91,341
04/11/19,01:00:00 PM,2.4,3,29,14.4,87,484
04/11/19,02:00:00 PM,2.6,3.3,65,14.7,85,341
04/11/19,03:00:00 PM,3.1,3.8,69,14.5,85,215
04/11/19,04:00:00 PM,2.4,2.9,63,14.4,86,88
04/11/19,05:00:00 PM,3.4,4.2,101,13.9,89,1
04/11/19,06:00:00 PM,1.8,2.1,54,14.3,89,0
04/11/19,07:00:00 PM,3.8,4.6,37,14,92,0
04/11/19,08:00:00 PM,5.3,6.2,11,13.6,93,0
04/11/19,09:00:00 PM,6.4,7.6,18,13.2,92,0
04/11/19,10:00:00 PM,6.6,8.1,41,13,94,0
04/11/19,11:00:00 PM,5.3,6.6,45,13,94,0
05/11/19,12:00:00 AM,4.2,6.1,45,13.3,93,0
05/11/19,01:00:00 AM,5.2,6,27,13.4,95,0
05/11/19,02:00:00 AM,5.2,6.7,31,13.6,96,0
05/11/19,03:00:00 AM,5.8,7.1,25,13.1,97,0
05/11/19,04:00:00 AM,5.8,7.1,31,13,98,0
05/11/19,05:00:00 AM,3.9,4.5,27,13.5,99,0
05/11/19,06:00:00 AM,3.5,4.5,8,13.2,99,0
05/11/19,07:00:00 AM,3.1,4.6,321,12.7,98,4
05/11/19,08:00:00 AM,1.9,2.2,1,13,99,44
05/11/19,09:00:00 AM,1.2,1.5,27,14.2,98,171
05/11/19,10:00:00 AM,0,0,,14.9,94,43
05/11/19,11:00:00 AM,3.9,5.5,205,14.9,95,66
05/11/19,12:00:00 PM,2.6,4,207,15.1,96,69
05/11/19,01:00:00 PM,1.1,2.3,242,15.4,95,139
05/11/19,02:00:00 PM,0.9,1.7,232,15.6,96,125
05/11/19,03:00:00 PM,1.2,2,215,15.5,95,37
05/11/19,04:00:00 PM,0.9,1.2,222,15.4,97,7
05/11/19,05:00:00 PM,1,1.5,236,15.2,97,1
05/11/19,06:00:00 PM,0.7,1.2,250,14.9,98,0
05/11/19,07:00:00 PM,3.6,4.9,194,14.8,99,0
05/11/19,08:00:00 PM,2.9,5.5,248,14.6,98,0
05/11/19,09:00:00 PM,3.8,5.7,272,14.6,99,0
05/11/19,10:00:00 PM,2.9,5.3,243,14.3,100,0
05/11/19,11:00:00 PM,1.8,3.1,263,13.3,100,0
06/11/19,12:00:00 AM,3.1,6.1,253,12.7,100,0
06/11/19,01:00:00 AM,2,2.9,246,13,90,
06/11/19,02:00:00 AM,2.2,2.9,239,12.7,87,
06/11/19,03:00:00 AM,1.9,3.3,234,12.7,86,
06/11/19,04:00:00 AM,3.1,5.3,232,12.6,83,
06/11/19,05:00:00 AM,2,2.5,235,12.5,85,
06/11/19,06:00:00 AM,1.6,2.6,252,12.6,82,
06/11/19,07:00:00 AM,2.4,3,22,11.8,88,9
06/11/19,08:00:00 AM,1.9,2.5,350,12.6,86,162
06/11/19,09:00:00 AM,2.1,2.5,33,12.8,91,406
06/11/19,10:00:00 AM,2.5,3.1,18,13,87,239
06/11/19,11:00:00 AM,0.8,1.5,18,13.7,88,190
06/11/19,12:00:00 PM,1.5,2,315,13.7,79,90
06/11/19,01:00:00 PM,1.8,3.8,226,13.6,75,153
06/11/19,02:00:00 PM,1.4,2.2,267,13.5,77,151
06/11/19,03:00:00 PM,1.5,2,45,14.5,74,122
06/11/19,04:00:00 PM,2.7,3.3,178,13.5,77,29
06/11/19,05:00:00 PM,2.2,2.8,179,13.7,79,0
06/11/19,06:00:00 PM,1,1.4,238,13.7,79,0
06/11/19,07:00:00 PM,1,1.2,290,13.7,79,0
06/11/19,08:00:00 PM,4,5.1,11,12.5,91,0
06/11/19,09:00:00 PM,5.3,6.7,10,11.1,93,0
06/11/19,10:00:00 PM,4.7,5.7,28,11.1,97,0
06/11/19,11:00:00 PM,4.6,6.1,33,10.7,96,
07/11/19,12:00:00 AM,3.7,4.6,41,10.5,96,0
07/11/19,01:00:00 AM,3.9,4.9,18,10.1,95,0
07/11/19,02:00:00 AM,3.1,3.8,8,9.7,93,0
07/11/19,03:00:00 AM,3.2,4.3,357,9.5,91,0
07/11/19,04:00:00 AM,3,4.2,347,9.5,92,
07/11/19,05:00:00 AM,2.6,3.2,2,9.4,91,0
07/11/19,06:00:00 AM,2.4,2.9,6,9.7,89,
07/11/19,07:00:00 AM,2,2.8,291,9.8,87,4
07/11/19,08:00:00 AM,0.9,1.6,280,10.8,87,139
07/11/19,09:00:00 AM,1.9,3.2,298,11.5,82,290
07/11/19,10:00:00 AM,1.1,1.9,292,13.3,76,409
07/11/19,11:00:00 AM,0.8,1.6,354,14.6,68,480
07/11/19,12:00:00 PM,2.6,3.1,185,12,85,502
07/11/19,01:00:00 PM,2.6,3.6,216,12.7,87,445
07/11/19,02:00:00 PM,2.9,3.7,175,12.6,84,310
07/11/19,03:00:00 PM,2.3,3,192,12.9,80,264
07/11/19,04:00:00 PM,2.9,3.8,158,12.6,84,36
07/11/19,05:00:00 PM,1.1,1.4,173,12.7,85,0
07/11/19,06:00:00 PM,1.5,1.9,118,13.1,84,
07/11/19,07:00:00 PM,1,1.3,65,12.9,84,0
07/11/19,08:00:00 PM,3.2,3.7,46,12.5,91,0
07/11/19,09:00:00 PM,3.2,4,46,12.3,93,0
07/11/19,10:00:00 PM,4.2,5.3,56,12.3,86,0
07/11/19,11:00:00 PM,5.7,7.2,45,12.2,86,0
08/11/19,12:00:00 AM,6.1,7.5,32,11.9,91,0
08/11/19,01:00:00 AM,7.1,8.8,42,11.7,92,0
08/11/19,02:00:00 AM,6.9,9.1,40,11.5,93,0
08/11/19,03:00:00 AM,6.9,9.9,51,11.4,93,0
08/11/19,04:00:00 AM,8,10.6,55,11.8,89,0
08/11/19,05:00:00 AM,5.6,7.6,45,11.6,91,0
08/11/19,06:00:00 AM,7,9.5,44,11.1,92,0
08/11/19,07:00:00 AM,6,8.3,30,10.7,96,1
08/11/19,08:00:00 AM,7,8.5,26,10.7,99,4
08/11/19,09:00:00 AM,7,9.5,184,14.2,97,10
08/11/19,10:00:00 AM,4.9,5.7,172,14.9,87,23
08/11/19,11:00:00 AM,9.3,10.6,170,16.1,74,144
08/11/19,12:00:00 PM,2.9,4.8,243,14.7,82,174
08/11/19,01:00:00 PM,3.2,4.4,344,12.7,93,166
08/11/19,02:00:00 PM,3.5,4.2,359,12.1,95,96
08/11/19,03:00:00 PM,5,6.2,25,11.5,95,54
08/11/19,04:00:00 PM,4.9,6.5,359,11,94,50
08/11/19,05:00:00 PM,4.9,6.3,17,10.8,93,0
08/11/19,06:00:00 PM,4.4,5.7,37,10.7,91,0
08/11/19,07:00:00 PM,1.9,2.9,68,10.5,92,0
08/11/19,08:00:00 PM,2.4,3,58,10.6,92,0
08/11/19,09:00:00 PM,2.4,3.4,345,10.5,94,0
08/11/19,10:00:00 PM,2.7,3.3,68,10.7,97,
08/11/19,11:00:00 PM,2.3,2.8,112,11.6,98,
09/11/19,12:00:00 AM,3.1,4,54,11.4,87,0
09/11/19,01:00:00 AM,3.1,3.9,14,10.3,98,0
09/11/19,02:00:00 AM,2,2.8,30,10,100,0
09/11/19,03:00:00 AM,1.8,2.4,328,9.7,100,0
09/11/19,04:00:00 AM,4.2,6,290,9.6,100,0
09/11/19,05:00:00 AM,3.6,5.2,281,9.7,97,0
09/11/19,06:00:00 AM,3.8,5.3,272,9.3,92,0
09/11/19,07:00:00 AM,2.5,4.1,257,9.3,88,4
09/11/19,08:00:00 AM,1.9,3,248,10.1,92,139
09/11/19,09:00:00 AM,3.1,5.4,251,10.6,87,324
09/11/19,10:00:00 AM,3.1,4.7,229,10.8,84,411
09/11/19,11:00:00 AM,4,5.8,214,11.2,84,687
09/11/19,12:00:00 PM,3.3,5.4,220,12,82,496
09/11/19,01:00:00 PM,3.4,5.9,221,12,81,220
09/11/19,02:00:00 PM,3,5,206,12.5,80,149
09/11/19,03:00:00 PM,2.2,4.1,235,13.5,78,273
09/11/19,04:00:00 PM,2.5,4.6,238,12.7,79,11
09/11/19,05:00:00 PM,2.2,3.4,352,12.4,82,0
09/11/19,06:00:00 PM,3.3,4.3,38,11.9,85,0
09/11/19,07:00:00 PM,4.1,5.5,38,11.4,84,0
09/11/19,08:00:00 PM,3.6,5,21,10.9,89,
09/11/19,09:00:00 PM,4.2,5.5,22,10.1,89,0
09/11/19,10:00:00 PM,3.9,5.1,19,9.7,90,0
09/11/19,11:00:00 PM,3.5,4.5,17,9.2,90,
10/11/19,12:00:00 AM,4,5,357,8.9,90,0
10/11/19,01:00:00 AM,3.7,4.5,18,9.1,86,0
10/11/19,02:00:00 AM,3.5,4.3,24,8.9,89,
10/11/19,03:00:00 AM,4.2,5,346,8.3,88,0
10/11/19,04:00:00 AM,4.3,5.4,349,8.1,88,
10/11/19,05:00:00 AM,3.9,5,340,8.6,83,
10/11/19,06:00:00 AM,4,4.7,13,8.6,82,
10/11/19,07:00:00 AM,3.4,4.6,336,8.1,84,2
10/11/19,08:00:00 AM,2.7,4.2,322,9,79,132
10/11/19,09:00:00 AM,3.4,4.7,345,9.8,74,292
10/11/19,10:00:00 AM,1.9,2.9,349,11.3,70,410
10/11/19,11:00:00 AM,0.7,1.2,29,13.5,66,475
10/11/19,12:00:00 PM,0.7,1.1,20,15.2,58,484
10/11/19,01:00:00 PM,2.2,3.3,266,13.6,64,443
10/11/19,02:00:00 PM,0.7,1.3,185,13.8,59,334
10/11/19,03:00:00 PM,1.6,2.1,189,13.4,62,157
10/11/19,04:00:00 PM,1,1.2,226,13.7,62,59
10/11/19,05:00:00 PM,1.3,1.4,243,12.7,66,
10/11/19,06:00:00 PM,1.6,1.7,248,12.7,70,
10/11/19,07:00:00 PM,1.6,1.8,263,12.7,72,
10/11/19,08:00:00 PM,1.1,1.3,300,12.4,77,
10/11/19,09:00:00 PM,1.9,2.4,359,11.9,71,
10/11/19,10:00:00 PM,2.9,3.7,5,10.6,76,0
10/11/19,11:00:00 PM,4.2,5,11,9.5,82,0
11/11/19,12:00:00 AM,5.4,6.2,21,9,86,
11/11/19,01:00:00 AM,4.9,5.8,19,9,84,0
11/11/19,02:00:00 AM,6,7.2,22,8.4,85,0
11/11/19,03:00:00 AM,6.5,7.8,23,7.8,86,0
11/11/19,04:00:00 AM,5.8,6.9,20,8.1,87,0
11/11/19,05:00:00 AM,6.3,7.6,25,8,85,0
